"","name","contact:phone","contact:email","contact:website","description","amenity","social_facility:for","source","source:date","Id","addr:street","addr:housenumber","addr:block","addr:floor","addr:housename","addr:postcode","addr:city","addr:place","latitud","longitud"
"782","Dona Comerç Just i Consum Responsable","+34 ","","","inserció laboral i ocupació","social_facility","woman","Generalitat de Catalunya","2019-03-29",25,"Carrer de Ripoll","25",NA,NA,NA,"08002","Barcelona",NA,"41,385473794","2,175069845"
"783","Dona i Presó","+34 93 412 71 61","donaipreso@pangea.org; elisasoler@telefonica.net","http://donaipreso.pangea.org","lleure; sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",26,"Carrer de Ripoll","25",NA,NA,NA,"08002","Barcelona",NA,"41,385473794","2,175069845"
"784","Dona i Salut - Comissió pel dret a l'avortament","+34 93 412 71 61","xarxadonessalut@pangea.org; dretalpropicos@gmail.com","http://www.xarxadedonesperlasalut.org","salut","social_facility","woman","Generalitat de Catalunya","2019-03-29",27,"Carrer de Ripoll","25",NA,NA,NA,"08002","Barcelona",NA,"41,385473794","2,175069845"
"785","Dona Llum, Associació Catalana per un Part Respectat","+34 687 96 95 04","donallum@donallum.org","http://www.donallum.org/","salut","social_facility","woman","Generalitat de Catalunya","2019-03-29",195,"Carrer Barcelonesa","1",NA,"4",NA,"08030","Barcelona",NA,"41,437602714","2,195643219"
"786","Dona, Salut i Qualitat de Vida del CAPS","+34 93 322 65 54","caps@pangea.org; redcaps@pangea.org;","http://www.caps.cat;","salut","social_facility","woman","Generalitat de Catalunya","2019-03-29",40,"Rambla de Santa Mònica","10",NA,NA,NA,"08002","Barcelona",NA,"0","0"
"787","Dona't un Impuls. Associació de Dones Empresàries i Emprenedores","+34 654 956 398","presidencia@donatunimpuls.com; info@donatunimpuls.com","www.donatunimpuls.com","emprenedoria i direcció d'empreses","social_facility","woman","Generalitat de Catalunya","2019-03-29",338,"Carrer de Pablo Picasso","38",NA,NA,NA,"08304","Mataró",NA,"41,54900783","2,449965016"
"788","Dones 2000","+34 977753797","amat13@hotmail.com","","cultura i arts","social_facility","woman","Generalitat de Catalunya","2019-03-29",872,"Avinguda Carrilet","29",NA,NA,"Centre Cívic Carrilet","43205","Reus",NA,"41,151107744","1,109991803"
"789","Dones amb Empenta","+34 93 804 54 82","donesambempenta@dae.cat","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",402,"Carrer Clos","42",NA,"2",NA,"08700","Igualada",NA,"41,579896085","1,618229678"
"790","Dones amb Iniciativa de les Terres de Lleida","+34 973 23 56 12","donesicvterreslleida@gmail.com","http://www.donesambiniciativa.com",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",649,"Rambla Ferran","23",NA,"2",NA,"25007","Lleida",NA,"41,618164642","0,630228699"
"791","Dones Artistes Som 7","+34 93 814 08 13","costagramunt@gmail.com","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","Dones d'Ara de la Garriga","+34 93 871 62 31","donesdaralg@hotmail.com","http://www.donesdaralg.entitats.lagarriga.cat/","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",375,"Carrer de Sant Francesc","54 D",NA,NA,NA,"08530","La Garriga",NA,"41,684389183","2,284793832"
"793","Dones d'Arreu","+34 660048856","mmasdev4@xtec.cat;mcampr26@xtec.cat","http://blogs.elpunt.cat/donesllagostera/","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",575,"Passeig Romeu","16",NA,NA,NA,"17240","Llagostera",NA,"41,824251303","2,891136301"
"794","Dones d'Avui de Matadepera (DAMA)","+34 606 450 110","dama.bustia@gmail.com","http://www.dama.matadeperaentitats.cat","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",298,"Plaça Pere Aldavert","4",NA,NA,NA,"08230","Matadepera",NA,"0","0"
"795","Dones d'Avui de Sabadell","+34 93 725 28 00","","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",270,"Carrer Latorre","81",NA,NA,NA,"08206","Sabadell",NA,"41,538566407","2,110238019"
"796","Dones d'Avui per Catalunya","+34 93 280 37 60","correu@donesavui.cat","http://www.donesavui.cat/","cultura i arts; lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",169,"Carrer Providència","42",NA,"1",NA,"08024","Barcelona",NA,"0","0"
"797","Dones d'Avui per Navàs","+34 ","guitartft@navas.cat","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",399,"Carretera de Castellet","17",NA,"2",NA,"08670","Navàs",NA,"0","0"
"798","Dones de Breda","+34 972 87 09 04","correu@donesdebreda.org","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",593,"Avinguda Verge de Montserrat","20",NA,NA,NA,"17400","Breda",NA,"41,749202969","2,562711596"
"799","Dones de Celrà","+34 ","","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",601,"Carretera de Juià","46",NA,NA,NA,"17460","Celrà",NA,"42,026918511","2,873896585"
"800","Dones de Dalt - Secció de la Societat Cultural Sant Jaume","+34 93 751 69 10","donesdedalt@gmail.com","http://www.donesdedalt.cat/","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",341,"Riera de Sant Pere","147",NA,NA,NA,"08338","Premià de Dalt",NA,"41,50706935","2,343365529"
"801","Dones de Futur","+34 ","consumaldo@hotmail.es; consolarocarivera@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",519,"Carrer Ponent","s/n",NA,NA,"Casal Cívic La Mina","08930","Sant Adrià de Besòs",NA,"0","0"
"802","Dones de la Casa del Mar de Tarragona","+34 977 24 27 38","dones.casa.mar@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",837,"Carrer Francesc Bastos","19",NA,NA,NA,"43005","Tarragona",NA,"41,114658727","1,24217865"
"803","Dones de la Vallalta","+34 654 803 851","donesdelavallalta@gmail.com","http://donesdelavallalta.blogspot.com.es/",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",352,"Carrer d'Ignasi Mas Morell","12",NA,"1",NA,"08395","Sant Pol de Mar",NA,"41,600819463","2,620580448"
"804","Dones de l'Associació M3 Serveis Socials","+34 93 449 53 32","associaciosuportm3@hotmail.es","http://www.associaciosuportm3.net",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",469,"Carrer Progrés","40",NA,"3",NA,"08904","L'Hospitalet de Llobregat",NA,"0","0"
"805","Dones de les Tardes dels Dimecres d'Igualada","+34 93 803 52 40","donestardesdimecres@hotmail.com","http://donestardesdimecres.blogspot.com","sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",403,"Carrer de les Orquídies","7",NA,NA,NA,"08700","Igualada",NA,"41,580585888","1,631402566"
"806","Dones de Torreguitart","+34 ","","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",271,"Carrer Alcalde Moix","24",NA,NA,NA,"08207","Sabadell",NA,"41,564606109","2,098581165"
"807","Dones de Vol","+34 93 527 50 05","donesdevol@hotmail.com","http://www.donesdevol.org/","sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",12,"Carrer Junta de Comerç","17",NA,"entl",NA,"08001","Barcelona",NA,"0","0"
"808","Dones del Barri Vell","+34 972 21 37 88","","","sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",547,"Carrer Albareda","3-5",NA,NA,"Centre Social Barri Vell","17004","Girona",NA,"41,982431174","2,824215068"
"809","Dones del Mig Segre -DOMISE-","+34 653720640","cincasole@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",819,"Carrer Cos","3",NA,NA,NA,"25740","Ponts",NA,"41,917549353","1,187427441"
"810","Dones del Mil.lenni","+34 93 387 43 60","","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",499,"Carrer Covadonga","2-4",NA,NA,NA,"08918","Badalona",NA,"41,435052863","2,221084441"
"811","Dones del Món a Barcelona","+34 607 94 57 51","","","cultura i arts; interculturalitat i migració","social_facility","woman","Generalitat de Catalunya","2019-03-29",216,"Carrer Sagrat Cor","10",NA,"1",NA,"08034","Barcelona",NA,"41,400269725","2,119655779"
"812","Dones d'Empresa (Associació d'Empresaris de l'Alt Penedès, el Baix Penedès i el Garraf ADEG)","+34 902 10 67 00","info@donesdempresa.cat","http://www.donesdempresa.cat","emprenedoria i direcció d'empreses","social_facility","woman","Generalitat de Catalunya","2019-03-29",430,"Carrer de l'Àncora","3",NA,NA,NA,"08800","Vilanova i la Geltrú",NA,"0","0"
"813","Dones d'Horta","+34 93 407 23 56","olga.uribe@yahoo.es","","cultura i arts; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",203,"Carrer Feliu i Codina","20",NA,NA,"Centre Cívic","08031","Barcelona",NA,"41,432758854","2,160706217"
"814","Dones en Xarxa","+34 629626091","donesenxarxa@donesenxarxa.cat","http://www.donesenxarxa.cat","cultura i arts; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",102,"Carrer Avinyó","44",NA,"pral",NA,"08012","Barcelona",NA,"0","0"
"815","Dones Fem","+34 93 256 27 20","dones_fem@hotmail.com","http://donesfem.blogspot.com/","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",215,"Carrer Eduardo Conde","22-42",NA,NA,"Centre Cívic Sarrià","08034","Barcelona",NA,"41,393875192","2,121169095"
"816","Dones i Futur","+34 680 541 546","donesifutur@aabrera.com","http://www.aabrera.com/html2/public/entitats?id=239","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",391,"Plaça de les Escoles Velles","1",NA,NA,"Hotel d'Entitats","08630","Abrera",NA,"0","0"
"817","Dones Joves - Casal de Joves","+34 93 385 05 50","","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",507,"Carrer Sant Jeroni","1-3",NA,NA,NA,"08921","Santa Coloma de Gramenet",NA,"41,453868984","2,206673943"
"818","Dones Juristes","+34 93 322 06 17","info@donesjuristes.cat","http://donesjuristes.cat/","jurídic i legal","social_facility","woman","Generalitat de Catalunya","2019-03-29",34,"Carrer Ripoll","25",NA,NA,NA,"08002","Barcelona",NA,"41,385473794","2,175069845"
"819","Dones més informades, més sàvies, més justes","+34 ","","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",282,"Carrer Nou de Sant Pere","36",NA,NA,NA,"08221","Terrassa",NA,"41,565377253","2,013667777"
"820","Dones Més que Mai","+34 972 17 07 14","donesmesquemai@gmail.com","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",624,"Plaça de la Renaixença","s/n",NA,NA,"Centre Cívic","17841","Sarrià de Ter",NA,"0","0"
"821","Dones Mundi","+34 93 215 14 25","donesmundi@gmail.com;ang@icab.cat","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",82,"Rambla de Catalunya","45",NA,"1",NA,"08007","Barcelona",NA,"41,390327172","2,164200822"
"822","Dones No Estàndar (Donnes)","+34 93 458 45 97","donesnoestandards@hotmail.com;mcarmeriu@hotmail.com","http://www.donesnoestandards.cat","diversitat funcional; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",173,"Carrer Sant Antoni Maria Claret","31",NA,"entl",NA,"08025","Barcelona",NA,"41,404685061","2,165509221"
"823","Dones pels Quatre Cantons","+34 93 634 02 06","associaciodones4cantons@gmail.com","http://www.donespels4cantons.org/","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",400,"Avinguda del Baix Llobregat","50",NA,NA,NA,"08690","Santa Coloma de Cervelló",NA,"0","0"
"824","Dones per a la Cultura","+34 93 458 82 20","","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",167,"Carrer Providència","42",NA,NA,NA,"08024","Barcelona",NA,"0","0"
"825","Dones per al Desenvolupament Social, Rural i Cultural del Berguedà","+34 93 821 35 53","a.donesbergueda@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",385,"Carrer Barcelona","49",NA,"3",NA,"08600","Berga",NA,"42,099184429","1,847061895"
"826","Dones per la Igualtat de Ripollet","+34 ","anumas60@hotmail.com","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",327,"Rambla de Sant Jordi","2-4",NA,NA,"Centre Cultural","08291","Ripollet",NA,"41,497553682","2,159921804"
"827","Dones per la Independència. Sectorial de Dones de l'Assemblea Nacional Catalana","+34 93 347 17 14","secretariat@assemblea.cat;dones@assemblea.cat","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",172,"Carrer de la Marina","315",NA,NA,NA,"08025","Barcelona",NA,"41,40735008","2,170509219"
"828","Dones per la Llibertat i la Democràcia","+34 93 487 72 67","info@doneslid.org","http://www.doneslid.org","drets humans i cooperació; emprenedoria i direcció d'empreses","social_facility","woman","Generalitat de Catalunya","2019-03-29",235,"Carrer València","306",NA,"pral",NA,"08037","Barcelona",NA,"0","0"
"829","Dones per Sant Fruitós","+34 615 280 049","","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",314,"Carrer Jacint Verdaguer","100",NA,NA,NA,"08272","Sant Fruitós de Bages",NA,"0","0"
"830","Dones Periodistes de Catalunya","+34 93 412 46 56","adpc@adpc.cat; laionsv@yahoo.es","http://www.adpc.cat","comunicació, societat de la informació i TIC","social_facility","woman","Generalitat de Catalunya","2019-03-29",81,"Rambla de Catalunya","10",NA,NA,NA,"08007","Barcelona",NA,"41,388039746","2,167869549"
"831","Dones Reporteres de Mataró","+34 ","leacornellana@gmail.com","http://donesreporteresdemataro.blogspot.com.es/","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",333,"Carrer de l'Arquebisbe Creus","1","E","3",NA,"08301","Mataró",NA,"41,542393536","2,448559012"
"832","Dones Solidàries d'Alella","+34 616 958 354","dones.solialella@movistar.es","http://www.donessolidariesalella.cat","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",340,"Carrer de Santa Teresa","49",NA,NA,NA,"08328","Alella",NA,"41,493784939","2,292749584"
"833","Dones Visuals (Associació Promotora de Dones Cineastes i de Mitjans Audiovisuals de Catalunya)","+34 619 084 701","yolanda@donesvisuals.cat","https://www.donesvisuals.cat/",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","Dones x Dones (per la Pau)","+34 93 412 71 61","caps@pangea.org","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",28,"Carrer de Ripoll","25",NA,NA,NA,"08002","Barcelona",NA,"41,385473794","2,175069845"
"835","Dones, Associació de Dones de Begues","+34 607951354","dones.begues@gmail.com;baros@coac.net","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",453,"Carrer Major","14",NA,NA,"Cal Pere Vell","08859","Begues",NA,"41,330872051","1,922300465"
"836","Drets Socials-Polítiques per a la Igualtat de Gènere. Federació de Municipis de Catalunya","+34 93 310 44 04","lmoret@santboi.cat;m.gris@fmc.cat","http://www.fmc.cat","interculturalitat i migració","social_facility","woman","Generalitat de Catalunya","2019-03-29",51,"Via Laietana","33",NA,"6",NA,"08003","Barcelona",NA,"41,385070472","2,177081716"
"837","E-kre@ (Les TIC al servei de la inclusió, l'educació i la cultura)","+34 686 609 111","","http://www.ekrea.org/","comunicació, societat de la informació i TIC","social_facility","woman","Generalitat de Catalunya","2019-03-29",554,"Carrer Onze de Setembre","31 A",NA,NA,NA,"17007","Girona",NA,"41,996874462","2,828839146"
"838","El Farcell, Col·lectiu de Dones de Banyeres del Penedès","+34 977 16 75 49","","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",962,"Carrer del Mestre Güell","4",NA,"1",NA,"43711","Banyeres del Penedès",NA,"0","0"
"839","El Lloc de la Dona - Germanes Oblates de Barcelona","+34 93 441 28 09","info@llocdeladona.org","http://www.llocdeladona.org","inserció laboral i ocupació","social_facility","woman","Generalitat de Catalunya","2019-03-29",1,"Avinguda de les Drassanes","27",NA,NA,NA,"08001","Barcelona",NA,"41,376752059","2,172207842"
"840","El Nord de la Dona","+34 93 874 44 58","norddona@gmail.com","http://www.elnorddeladona.jimdo.com","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",301,"Carrer Oleguer Miró","36",NA,NA,NA,"08240","Manresa",NA,"0","0"
"841","El Racó de la Dona","+34 93 731 79 46","bodaabril12@hotmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",296,"Carrer Iglesies","27",NA,NA,NA,"08228","Les Fonts (St. Quirze del Vallès)",NA,"0","0"
"842","El Safareig, Grup de Dones Feministes de Cerdanyola","+34 93 692 31 87","safareig@safareig.org; monicaaranda@safareig.org","http://safareig.pangea.org/","drets sexuals i reproductius; pensaments feministes","social_facility","woman","Generalitat de Catalunya","2019-03-29",323,"Carrer de les Vinyes","11 C",NA,NA,NA,"08290","Cerdanyola del Vallès",NA,"41,4879152","2,1395861"
"843","EMI, Associació de Dones en contra de la Violència Familiar","+34 93 652 98 40","dorissoria5@hotmail.com; emiasociacion@hotmail.com","","sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",443,"Carrer Riereta","4",NA,NA,NA,"08830","Sant Boi de Llobregat",NA,"41,346848944","2,042358477"
"844","Empresàries de Santa Coloma de Gramenet i Barcelonès Nord Associades -ESCIBNA-","+34 93 386 77 58","escibna@gmail.com","http://www.facebook.com/escibna","drets humans i cooperació; emprenedoria i direcció d'empreses","social_facility","woman","Generalitat de Catalunya","2019-03-29",511,"Carrer de Sant Carles","14",NA,NA,NA,"08923","Santa Coloma de Gramenet",NA,"41,452728956","2,207070773"
"845","EQUIS -MGF- Equipo de Sensibilización sobre las Mutilaciones Genitales Femeninas","+34 93 237 32 96","fatousecka@cepaim.org","","interculturalitat i migració","social_facility","woman","Generalitat de Catalunya","2019-03-29",104,"Carrer de Jaén","16",NA,"3",NA,"08012","Barcelona",NA,"0","0"
"846","Es Vano de Lloret","+34 972 36 95 10","silviaperezprieto@gmail.com","http://www.esvano.com","esports","social_facility","woman","Generalitat de Catalunya","2019-03-29",589,"Carrer de la Vila","6",NA,NA,NA,"17310","Lloret de Mar",NA,"41,699406333","2,847480558"
"847","Escola de la Pau: Dones. Casal Claret","+34 654 999 456 (250)","escoladelapau@casalclaret.org","http://www.casalclaret.org/que-fem/escola-de-la-pau-dones/","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",560,"Carrer Ramadà","14",NA,NA,NA,"17180","Vic",NA,"41,928255928","2,253494847"
"848","Espai de Dones","+34 93 716 85 14","espaidedones@espaidedones.cat","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",273,"Carrer Canonge Joncar","122 D",NA,NA,NA,"08208","Sabadell",NA,"41,558236811","2,103886929"
"849","Espai de Dones Pangea","+34 93 401 56 64","dona@pangea.org","http://www.pangea.org/dona","comunicació, societat de la informació i TIC","social_facility","woman","Generalitat de Catalunya","2019-03-29",217,"Plaça Eusebi Güell","6-7",NA,NA,"Edifici Vèrtex","08034","Barcelona",NA,"0","0"
"850","Espai Lèsbic Lambda d'Estudis. Grup Elles","+34 646 842 752","grupelles@gmail.com;","","lgtbi; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",145,"Carrer Paraguay","27",NA,"entl",NA,"08020","Barcelona",NA,"41,417300336","2,207589372"
"851","Esplai de la Dona de Sant Pere i Sant Pau","+34 635791824","esplaideladona@gmail.com","","cultura i arts; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",848,"Bloc Baix Penedès",NA,"A","1","Bloc Baix Penedès","43007","Tarragona","Sant Pere i Sant Pau","41,1380657","1,2494507"
"852","Famílies Lesbianes de l'Associació de Famílies Lesbianes i Gais (AFLG)","+34 645 318 860","familieslg@familieslg.org","http://www.familieslg.org","coeducació; lgtbi","social_facility","woman","Generalitat de Catalunya","2019-03-29",50,"Carrer Verdaguer i Callis","10",NA,NA,NA,"08003","Barcelona",NA,"41,387007154","2,176052492"
"853","Federació Catalana de Famílies Monoparentals","+34 93 446 41 77","","http://www.familiesmonoparentals.org","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",2,"Carrer d'Erasme de Janer","8",NA,NA,NA,"08001","Barcelona",NA,"41,380068324","2,16590685"
"854","Federació Catalana de Grups de Suport a la Lactància Materna","+34 690 144 700","fedecata@grupslactancia.org","http://www.grupslactancia.org",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",194,"Carrer Andana de l'Estació","52",NA,"4",NA,"08030","Barcelona",NA,"41,437546988","2,19360797"
"855","Federació d'Associacions de Dones de les Garrigues","+34 973 14 26 58","donesgarrigues@hotmail.com","http://www.donesgarrigues.blogspot.com","món rural","social_facility","woman","Generalitat de Catalunya","2019-03-29",771,"Avinguda de Francesc Macià","54",NA,NA,NA,"25400","Les Borges Blanques",NA,"41,513198276","0,876722306"
"856","Federació d'Associacions de Dones del Pla d'Urgell. Consell de Dones del Pla d'Urgell","+34 973711313","federopla@gmail.com","","cultura i arts; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",731,"Avinguda Prat de la Riba","1",NA,NA,NA,"25230","Mollerussa",NA,"41,631783767","0,894347131"
"857","Federació d'Associacions d'Emprenedores Catalanes - FAEC","+34 977 22 10 00","adee@tinet.org","http://www.adeetgn.com","emprenedoria i direcció d'empreses","social_facility","woman","Generalitat de Catalunya","2019-03-29",827,"Avinguda de Pau Casals","17",NA,NA,"Edifici Cambra de Comerç","43003","Tarragona",NA,"41,1173751","1,24966085"
"858","Federació de Dones de Catalunya per la Igualtat","+34 650 728 318","fdicatalunya@hotmail.com","","pensaments feministes","social_facility","woman","Generalitat de Catalunya","2019-03-29",223,"Carrer Comte d'Urgell","272",NA,"entl",NA,"08036","Barcelona",NA,"41,39131828","2,146652517"
"859","Federació de Dones de l'Alt Camp","+34 977 21 20 10","mariarosallurba@hotmail.com","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",1002,"Carretera del Pla de Santa Maria","37 A",NA,NA,NA,"43800","Valls",NA,"41,3164113","1,2698644"
"860","Federació de Dones del Baix Camp","+34 626 921 487","llampega61@hotmail.com","http://www.baixcamp.cat/ASSOCIACIONS/Federacio_de_Dones_del_Baix_Ca.htm","lleure; món rural","social_facility","woman","Generalitat de Catalunya","2019-03-29",863,"Carrer Doctor Ferran","8",NA,NA,NA,"43202","Reus",NA,"41,154834282","1,101619534"
"861","Federació de Dones del Priorat","+34 977831138","rosafoschmulet@hotmail.es","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",966,"Plaça de la Quartera","1",NA,NA,NA,"43730","Falset",NA,"41,1454265","0,8201274"
"862","Federació de Dones per la Igualtat del Baix Llobregat","+34 600 537 839","donesbx@gmail.com","http://www.donesperlaigualtat.cat","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",390,"Plaça de les Escoles Velles","1",NA,NA,"Hotel d'Entitats","08630","Abrera",NA,"0","0"
"863","Federació de Grups de Dones del Tarragonès","+34 977 38 59 87","ccardenas@gmail.com","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",1016,"Carrer de Tarragona","20","A","4",NA,"43840","Salou",NA,"41,084233229","1,136386071"
"864","Federació de la Unió Cívica de Consumidors i Mestresses de Casa de Catalunya U.N.A.E.","+34 93 301 26 27","unae@unae.cat; secretaria@unae.cat","http://www.unae.cat/","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",93,"Carrer Roger de Llúria","44",NA,"3",NA,"08009","Barcelona",NA,"0","0"
"865","Federació de les Associacions Catalanes de Viudes","+34 93 587 97 45","assviudesbcn@gmail.com","","sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",229,"Carrer Bailen","175",NA,NA,NA,"08037","Barcelona",NA,"41,400750829","2,165299283"
"866","Federació d'Organitzacions Catalanes de Gent Gran, Dones i Família","+34 93 451 12 04","focagg@focagg.e.telefonica.net","http://www.focagg.org/","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",99,"Carrer Consell de Cent","226",NA,"àtic",NA,"08011","Barcelona",NA,"41,386108997","2,15927111"
"867","FÈMINA. Associació d'Artesanes, Creadores i Pintores","+34 93 733 30 15","","","artesania","social_facility","woman","Generalitat de Catalunya","2019-03-29",286,"Carretera Montcada","30",NA,"1",NA,"08223","Terrassa",NA,"41,55703727","2,008369559"
"868","Fòrum de Dones Progressistes","+34 93 818 36 61","rprat@uoc.edu","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",421,"Camí dels Paperers","6",NA,"2",NA,"08770","Sant Sadurní d'Anoia",NA,"0","0"
"869","Fòrum de Dones Roda de Ter","+34 93 854 39 39","op.bueno@hotmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",370,"Carrer de Ramon Martí","42",NA,"1",NA,"08510","Roda de Ter",NA,"0","0"
"870","Fundació Aroa","+34 669 057 540","aroa@fundacioaroa.org","http://www.fundacioaroa.org/",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",105,"Carrer Gran de Gràcia","77",NA,"pral",NA,"08012","Barcelona",NA,"0","0"
"871","Fundació Internacional de la Dona Emprenedora -FIDEM-","+34 93 310 31 66","comunicacion@fidem.info;fidem@fidem.info; angeles.tejada@randstad.es","http://www.fidem.info","emprenedoria i direcció d'empreses","social_facility","woman","Generalitat de Catalunya","2019-03-29",187,"Travessera de les Corts","228 Bis",NA,NA,NA,"08028","Barcelona",NA,"41,384531047","2,131748457"
"872","Fundació l'Heura Tarragona","+34 977243212","","http://www.heura.cat/","coeducació","social_facility","woman","Generalitat de Catalunya","2019-03-29",831,"Carrer Sant Agustí","12",NA,"4",NA,"43003","Tarragona",NA,"0","0"
"873","Fundació Maria Aurèlia Capmany","+34 93 301 11 95","fmac@fmac.org; ialvarez@fmac.org","http://www.fmac.org","cultura i arts","social_facility","woman","Generalitat de Catalunya","2019-03-29",11,"Carrer Junta de Comerç","17",NA,"entl",NA,"08001","Barcelona",NA,"0","0"
"874","Fundació Privada ARED","+34 93 351 38 65","ared@fundacioared.org;raquel@fundacioared.org","http://www.fundacioared.org","inserció laboral i ocupació; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",133,"Carrer Zamora","103-105",NA,NA,NA,"08018","Barcelona",NA,"41,396207581","2,18932518"
"875","Fundació Privada Arsis","+34 93 187 38 35","arsis@arsis.org; montse@arsis.org","http://www.arsis.org","coeducació; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",62,"Carrer Ramón Turró","10","B","1",NA,"08005","Barcelona",NA,"0","0"
"876","Fundació Privada Assistència i Gestió Integral (AGI)","+34 93 487 24 37","info@fundacioagi.org; presidencia@fundacioagi.org; sotsdireccio@fundacioagi.org;","http://www.fundacioagi.org/index.php/ca/",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",88,"Carrer Pau Claris","138",NA,"6",NA,"08009","Barcelona",NA,"41,393696926","2,166018168"
